occupations	name
3313	Officer, watch (fire service) 
7129	Officer, wayleave 
6139	Officer, welfare, animal 
3239	Officer, welfare, chief 
3233	Officer, welfare, education 
3239	Officer, welfare, student 
3239	Officer, welfare 
3550	Officer, woodland 
2121	Officer, works 
3539	Officer, workshops (MOD) 
3231	Officer, youth 
3513	Officer (hovercraft)
9241	Officer (investigation)
3512	Officer (airlines) 
1171	Officer (armed forces) 
4114	Officer (British Council) 
4132	Officer (insurance) 
3312	Officer (police service) 
3513	Officer (shipping) 
1171	Officer (WRNS) 
3561	Officer-in-charge (HM Revenue and Customs) 
1242	Officer-in-charge (local government: social services) 
4123	Officer-in-charge (sub-post office) 
6212	Official, airline 
4123	Official, bank 
4159	Official, board, water 
4159	Official, brewery 
3531	Official, claims, marine 
4131	Official, court 
}}}}	Official, diplomatic 
4113	Official, government, local 
4112	Official, government 
4132	Official, insurance 
9272	Official, NAAFI 
3442	Official, racecourse 
3442	Official, sports 
4112	Official, tax (HM Revenue and Customs) 
4114	Official, union, trade 
4114	Official, union 
4114	Official (charitable organisation)
8122	Official (coal mine) 
4159	Official (dock board) 
4114	Official (employers' association) 
4131	Official (PO) 
4114	Official (professional organisation) 
4114	Official (trade union) 
3239	Officiant 
8129	Oiler, frame (textile mfr) 
8129	Oiler, loom 
8129	Oiler, machine, printing 
8129	Oiler, machine (textile mfr) 
8114	Oiler, mould (asbestos)
8113	Oiler, silk 
8114	Oiler, skin (leather)
8117	Oiler, tube (tube mfr) 
8113	Oiler, wool 
8113	Oiler (canvas goods mfr) 
8114	Oiler (leather dressing) 
8114	Oiler (varnish mfr) 
8129	Oiler 
8129	Oiler and bander (textile mfr) 
8129	Oiler and beltman 
8113	Oiler and cleaner (textile mfr) 
8129	Oiler and cleaner 
5231	Oiler and greaser (motor vehicles)
8129	Oiler and greaser 
8114	Oilman, engine 
8129	Oilman (coal mine) 
8232	Oilman (shipping) 
1139	Ombudsman 
2211	Oncologist 
8221	Onsetter, pit, staple (coal mine) 
8221	Onsetter 
8113	Opener, asbestos 
8113	Opener, bale (textile mfr: opening dept)
9139	Opener, bale 
8113	Opener, fibre 
8117	Opener, hot (steel mfr) 
9219	Opener, mail 
5441	Opener, piece (glass mfr) 
8113	Opener, piece (textile mfr) 
8117	Opener, plate (tinplate)
9139	Opener (foundry) 
8113	Opener (textile mfr) 
8117	Opener (tinplate mfr) 
5431	Operative, abattoir 
9111	Operative, agricultural 
8111	Operative, bakery 
9274	Operative, bar 
9260	Operative, bay, loading 
9279	Operative, bingo 
5413	Operative, boot and shoe 
8149	Operative, building 
8125	Operative, can, tin 
8113	Operative, carding (textile)
9236	Operative, care, train 
7211	Operative, centre, call 
7112	Operative, check-out 
9275	Operative, cinema 
8112	Operative, clay (brick mfr) 
9234	Operative, cleaning, dry 
}}}}	Operative, cleaning 
9132	Operative, cleansing, machine 
9232	Operative, cleansing (street cleaning) 
}}}}	Operative, cleansing 
8113	Operative, combing (textile mfr) 
4217	Operative, computer 
8119	Operative, concrete (concrete products mfr) 
8149	Operative, concrete 
8149	Operative, construction 
9139	Operative, cotton 
}}}}	Operative, dairy 
8124	Operative, de-commissioning (nuclear power station) 
9120	Operative, defence, flood 
8149	Operative, demolition 
9260	Operative, despatch 
9235	Operative, disposal, refuse 
9235	Operative, disposal, waste 
9233	Operative, domestic 
8113	Operative, drawtwist, nylon 
8114	Operative, dyer's 
8149	Operative, engineering, civil 
}}}}	Operative, factory 
8127	Operative, finishing (printing) 
8111	Operative, food 
9139	Operative, foundry 
9139	Operative, general (textile mfr) 
8142	Operative, highways 
8113	Operative, hosiery 
8114	Operative, house, dye (textile mfr) 
9260	Operative, hub 
9132	Operative, hygiene 
9260	Operative, jetty 
7111	Operative, kiosk (retail trade) 
9235	Operative, landfill 
9234	Operative, laundry 
9249	Operative, lighting, public 
8111	Operative, line (food products mfr) 
7122	Operative, machine, vending 
}}}}	Operative, machine 
9139	Operative, maintenance (fire service) 
}}}}	Operative, maintenance 
5413	Operative, manufacturing, footwear 
8139	Operative, manufacturing, furniture 
7122	Operative, meter 
9139	Operative, mill 
8112	Operative, oven, tunnel 
9134	Operative, packing 
7115	Operative, parts, vehicle 
8229	Operative, piling 
8123	Operative, pit 
}}}}	Operative, plant 
9260	Operative, port 
8111	Operative, powder, baking 
9260	Operative, preparation, service, ambulance 
8127	Operative, printer's 
8111	Operative, processing, food 
}}}}	Operative, production 
8123	Operative, quarry 
9260	Operative, ready, make, service, ambulance 
9232	Operative, realm, public (local government) 
9235	Operative, recycling 
9235	Operative, refuse 
9260	Operative, removals 
9234	Operative, restoration (carpet cleaning) 
9120	Operative, rivers 
6132	Operative, rodent 
8113	Operative, room, blowing 
8113	Operative, room, card 
9211	Operative, room, post 
8137	Operative, rosso 
9242	Operative, scene, street 
9241	Operative, security 
7211	Operative, service, customer 
8126	Operative, sewer 
5413	Operative, shoe 
5413	Operative, slipper 
9260	Operative, store, cold 
7213	Operative, telephone 
7113	Operative, telesales 
9139	Operative, textile 
8111	Operative, tobacco 
9260	Operative, warehouse 
8113	Operative, weaving 
}}}}	Operative 
8111	Operator, acidifier 
4217	Operator, addressograph 
3417	Operator, aids, audio-visual 
8233	Operator, airfield 
}}}}	Operator, assembly 
5231	Operator, assistance, roadside 
8133	Operator, assurance, quality 
8125	Operator, auto 
8114	Operator, autoclave (asbestos composition goods mfr) 
8114	Operator, autoclave (chemical mfr) 
8111	Operator, autoclave (food products mfr) 
8112	Operator, autoclave (glass mfr) 
3416	Operator, autocue 
9134	Operator, baler 
8115	Operator, banbury (rubber mfr) 
4217	Operator, banda 
5413	Operator, bar, heel 
8117	Operator, bath, salt (metal goods mfr) 
5231	Operator, bay (garage) 
6132	Operator, beetle, colorado 
9139	Operator, belt (conveyor)
8117	Operator, bench, draw 
8114	Operator, benzol 
8114	Operator, benzole 
8111	Operator, billet (bakery) 
9279	Operator, bingo 
8125	Operator, blast, sand 
8125	Operator, blast, shot 
8111	Operator, blending (custard powder mfr) 
8117	Operator, block, bull 
5249	Operator, board, test 
8111	Operator, boiler, sugar 
8124	Operator, boiler 
3417	Operator, boom (film, television production) 
5413	Operator, boot 
7122	Operator, booth, toll 
9134	Operator, bottling 
5221	Operator, brake, press 
8111	Operator, brake (bakery) 
8129	Operator, brake (steelworks) 
8111	Operator, brewery 
8134	Operator, bridge, weigh 
8221	Operator, bridge (coal mine) 
8239	Operator, bridge 
8149	Operator, building 
8125	Operator, bullard 
8229	Operator, bulldozer 
4113	Operator, bureau, reporting, crime 
7214	Operator, bureau (paging service) 
8114	Operator, burner, kiln (carbon goods mfr) 
4217	Operator, burster 
9139	Operator, button 
8129	Operator, cable (cable mfr) 
7214	Operator, cable 
3122	Operator, CAD 
9234	Operator, calender (laundry, launderette, dry cleaning) 
8121	Operator, calender (paper mfr) 
8116	Operator, calender (plastics mfr) 
8115	Operator, calender (rubber mfr) 
8113	Operator, calender (textile mfr) 
7211	Operator, callcentre 
9279	Operator, cam, web 
3417	Operator, camera, video 
9219	Operator, camera (microfilm)
9219	Operator, camera (photocopying)
3417	Operator, camera (film, television production) 
3417	Operator, camera (printing) 
3417	Operator, camera (process engraving) 
3417	Operator, camera (television service) 
8239	Operator, capstan (railways) 
8125	Operator, capstan 
8114	Operator, capsulation 
4217	Operator, capture, data 
9139	Operator, car, ingot 
8113	Operator, card, cotton 
4217	Operator, card, punch 
7112	Operator, cash and wrap 
5212	Operator, cast, die 
5421	Operator, caster, monotype 
8117	Operator, castings (metal mfr) 
8115	Operator, castings (rubber goods mfr) 
8229	Operator, caterpillar 
8112	Operator, cathedral 
9241	Operator, CCTV 
8132	Operator, cell (vehicle mfr) 
7211	Operator, centre, call 
7211	Operator, centre, contact 
7214	Operator, centre, control (sheltered housing) 
8111	Operator, centrifugal (starch)
8114	Operator, centrifuge (chemicals)
8229	Operator, charger (rolling mill) 
9279	Operator, chat-line 
7112	Operator, check-out 
8114	Operator, chemical 
3417	Operator, cinema 
3417	Operator, cinematograph 
8131	Operator, circuit, printed 
8122	Operator, cleaner, dry (coal mine) 
9234	Operator, cleaner, dry (laundry, launderette, dry cleaning) 
8121	Operator, clipper, veneer 
5221	Operator, CNC 
8213	Operator, coach 
8124	Operator, coal (power station) 
8121	Operator, coating (paper mfr) 
8116	Operator, coatings, plastic (plastics goods mfr) 
8117	Operator, coil, steel 
8114	Operator, column (oxygen mfr) 
8129	Operator, combine 
7214	Operator, communications 
8129	Operator, compactor 
5421	Operator, composer, IBM 
8116	Operator, composite (aircraft component mfr) 
8121	Operator, compressor (paper, leather board mfr) 
8124	Operator, compressor 
4217	Operator, comptometer 
4217	Operator, computer 
5413	Operator, consol (footwear mfr) 
7112	Operator, consol (petrol station) 
5413	Operator, console (footwear mfr) 
7112	Operator, console (petrol station) 
7214	Operator, control, fire (fire service) 
6132	Operator, control, pest 
3417	Operator, control, sound 
9260	Operator, control, stock 
8124	Operator, control (railways) 
8117	Operator, control (steelworks) 
9139	Operator, conveyor 
8111	Operator, cooker (canned foods)
8129	Operator, cooker (dry batteries)
8111	Operator, cooler, brine (milk)
8221	Operator, crane 
6148	Operator, crematorium 
8129	Operator, cropper 
8123	Operator, crusher (mine) 
8111	Operator, cuber 
8122	Operator, cutter, coal 
8124	Operator, de-commissioning (nuclear fuel production) 
8124	Operator, de-commissioning (nuclear power station) 
8117	Operator, degrease 
8117	Operator, degreaser 
8114	Operator, densification (chemicals)
8117	Operator, depiler (metal mfr) 
4133	Operator, depot 
5215	Operator, deseaming (steel)
3132	Operator, desk, help 
7214	Operator, despatch, aided, computer (emergency services) 
9260	Operator, despatch 
8143	Operator, detector, flaw, rail, ultra 
8133	Operator, detector (engineering) 
4217	Operator, dictaphone 
8118	Operator, dip (metal trades) 
8122	Operator, disc (coal mine) 
8114	Operator, disintegrator (chemicals)
4217	Operator, display, visual 
9235	Operator, disposal, refuse 
9235	Operator, disposal, waste 
8126	Operator, distribution (water company) 
9134	Operator, distribution 
8113	Operator, drawtwist 
8229	Operator, dredger 
8119	Operator, drier (plasterboard)
8111	Operator, drier's, grain (milk foods)
8229	Operator, drill, pneumatic 
8125	Operator, drill 
8229	Operator, drott 
3421	Operator, DTP 
9219	Operator, duplicator 
8127	Operator, dyeline 
4217	Operator, edit, tape 
9139	Operator, electrical (rolling mill) 
8221	Operator, elevator 
8125	Operator, embosser (engineering) 
8112	Operator, end, cold 
8221	Operator, engine, winding 
8124	Operator, engine 
7213	Operator, enquiry, directory 
4217	Operator, entry, data 
4133	Operator, entry, order 
7112	Operator, EPOS 
3417	Operator, equipment, video 
8114	Operator, evaporator (chemical mfr) 
8111	Operator, evaporator (food products mfr) 
8229	Operator, excavator 
8114	Operator, extruder (chemical mfr) 
8117	Operator, extruder (metal trades) 
8116	Operator, extruder (plastics mfr) 
8115	Operator, extruder (rubber goods mfr) 
8114	Operator, extrusion (chemical mfr) 
8117	Operator, extrusion (metal trades) 
8116	Operator, extrusion (plastics mfr) 
8115	Operator, extrusion (rubber goods mfr) 
}}}}	Operator, factory 
9139	Operator, fan (coal mine) 
9219	Operator, film, micro 
8114	Operator, filter, drum, rotary (chemical mfr) 
8111	Operator, filter (whisky distilling) 
4217	Operator, flexowriter 
8122	Operator, flotation, froth (coal mine) 
8127	Operator, folding (printing) 
8117	Operator, forge 
8222	Operator, fork-lift 
8113	Operator, frame, spinning 
8111	Operator, freezer (fruit, vegetable preserving) 
8111	Operator, freezer (ice cream making) 
8111	Operator, froster (fruit, vegetable preserving) 
8111	Operator, froster (ice cream making) 
8117	Operator, furnace, annealing 
8117	Operator, furnace, carburising 
8114	Operator, furnace, electric (enamelling) 
8117	Operator, furnace, electrical (metal mfr) 
8112	Operator, furnace, glass 
8117	Operator, furnace, slab, pusher 
8117	Operator, furnace, treatment, heat 
8112	Operator, furnace (ceramics mfr) 
8112	Operator, furnace (glass mfr) 
8117	Operator, furnace (metal mfr) 
8113	Operator, garnett 
8114	Operator, gas 
8133	Operator, gauger (cartridges)
8124	Operator, gearhead 
8112	Operator, glass, fibre 
8114	Operator, glazing (explosives)
8127	Operator, gravure (printer's)
8125	Operator, grinder 
8111	Operator, grinder and roller (cheese processing) 
8114	Operator, guide 
5419	Operator, guillotine (coach trimming) 
8129	Operator, guillotine (coal mine) 
8129	Operator, guillotine (metal trades) 
8121	Operator, guillotine (paper goods mfr) 
8116	Operator, guillotine (plastics goods mfr) 
8113	Operator, guillotine (pressed woollen felt mfr) 
8121	Operator, guillotine (printing) 
9120	Operator, gun, cement 
8117	Operator, hammer 
9119	Operator, hatchery 
3132	Operator, helpline (computing)
7211	Operator, helpline 
8229	Operator, hire, plant 
7129	Operator, hire, skip 
8221	Operator, hoist 
7214	Operator, homecall 
8111	Operator, homogeniser (ice cream)
8117	Operator, hot 
8114	Operator, house, dye (textile mfr) 
8124	Operator, house, power 
8118	Operator, house, tin (tinplate)
8119	Operator, hydrate 
9139	Operator, hydraulic 
9234	Operator, hydro (laundry, launderette, dry cleaning) 
8113	Operator, hydro (textile finishing) 
9234	Operator, hydro 
8114	Operator, hydro-extractor (chemical mfr) 
9234	Operator, hydro-extractor (laundry, launderette, dry cleaning) 
8114	Operator, hydro-extractor (tannery) 
8113	Operator, hydro-extractor 
9132	Operator, hygiene 
4217	Operator, IBM 
4217	Operator, ICL 
9132	Operator, incinerator 
4217	Operator, input, data 
5421	Operator, intertype 
8229	Operator, JCB 
9260	Operator, jetty 
8113	Operator, jig (textile mfr) 
5442	Operator, jointer 
4217	Operator, kardex 
8114	Operator, kettle (chemical mfr) 
4217	Operator, key, punch 
4217	Operator, key-punch 
4217	Operator, key-time 
4217	Operator, key-to-disc 
5421	Operator, keyboard (typesetting)
4217	Operator, keyboard 
8112	Operator, kiln (ceramics mfr) 
8121	Operator, kiln (wood products mfr) 
8119	Operator, kiln 
7111	Operator, kiosk (retail trade) 
8113	Operator, knife, band (textile mfr) 
8127	Operator, lab, photo 
8133	Operator, lamp (electric lamp mfr) 
8129	Operator, laser 
5413	Operator, last, seat 
8129	Operator, lathe (carbon goods mfr) 
5221	Operator, lathe (coal mine) 
8113	Operator, lathe (industrial felt mfr) 
8125	Operator, lathe (metal trades) 
8121	Operator, lathe (wood products mfr) 
9234	Operator, laundry 
7214	Operator, lifeline 
8222	Operator, lift, fork 
9249	Operator, lift 
3417	Operator, limelight 
7211	Operator, line, answer 
8132	Operator, line, assembly (vehicle mfr) 
8229	Operator, line, drag 
8127	Operator, line, dye 
7113	Operator, line, order 
8139	Operator, line, paint 
8117	Operator, line, pickle (steel mfr) 
8132	Operator, line, trim (motor vehicle mfr) 
8131	Operator, line (electrical)
9134	Operator, line (packing, wrapping)
8132	Operator, line (engineering) 
8111	Operator, line (food products mfr) 
5421	Operator, linotype 
5422	Operator, litho, offset 
5422	Operator, lithographic 
8122	Operator, loader, power 
8222	Operator, loader, side 
8113	Operator, loom 
5421	Operator, ludlow 
3421	Operator, Mac, Apple 
3421	Operator, Mac 
7122	Operator, machine, vending 
}}}}	Operator, machine 
9219	Operator, machinery, office 
9259	Operator, maintenance, file (wholesale, retail trade) 
5421	Operator, make-up, display 
8117	Operator, mangle 
8114	Operator, manifold 
8117	Operator, manipulator (steel mfr) 
8131	Operator, manufacturing (electrical, electronic equipment mfr) 
8132	Operator, manufacturing (metal trades) 
8112	Operator, mill, ball (ceramics mfr) 
8114	Operator, mill, ball (chemical mfr) 
8125	Operator, mill, boring 
8117	Operator, mill, foil (aluminium)
8117	Operator, mill, hot (metal trades) 
8119	Operator, mill, mortar 
8125	Operator, mill, plano 
8114	Operator, mill, pug (chemicals)
8117	Operator, mill, rolling 
8129	Operator, mill, sand (steelworks) 
8121	Operator, mill, saw 
8114	Operator, mill, sheeting (chemicals)
8117	Operator, mill, tube 
8111	Operator, mill (grain milling) 
8116	Operator, mill (plastics goods mfr) 
8117	Operator, mill (rolling mill) 
8115	Operator, mill (rubber goods mfr) 
8125	Operator, mill (steel foundry) 
8125	Operator, milling (metal trades) 
8114	Operator, milling (soap, detergent mfr) 
8119	Operator, mixer (cast concrete products mfr) 
8111	Operator, mixer (sugar confectionery mfr) 
8114	Operator, mixing 
5421	Operator, monotype 
8111	Operator, moulder (chocolate)
8131	Operator, mount, surface (electrical, electronic equipment mfr) 
8113	Operator, multi-roller (hats)
5422	Operator, Multilith 
4217	Operator, NCR 
7213	Operator, night (telephone service) 
5422	Operator, offset 
9139	Operator, oil (metal trades) 
8114	Operator, oven, coke 
8111	Operator, oven, vacuum (food products mfr) 
9134	Operator, packaging 
9134	Operator, packing 
8114	Operator, pan, vacuum (chemical mfr) 
8111	Operator, pan, vacuum (food products mfr) 
8111	Operator, pan (food products mfr) 
9139	Operator, panel (steel mfr) 
8129	Operator, pantograph 
8131	Operator, PCB 
8213	Operator, person, one 
3417	Operator, photo (lithography) 
3417	Operator, photo-litho 
9219	Operator, photocopy 
3417	Operator, photographic 
8133	Operator, photometer 
8117	Operator, pilger 
8112	Operator, pipe, blow (quartz)
8111	Operator, plant, bakery 
8114	Operator, plant, benzol 
8114	Operator, plant, benzole 
8112	Operator, plant, brick 
8229	Operator, plant, builder's 
8114	Operator, plant, chemical 
8114	Operator, plant, chlorination 
8119	Operator, plant, concrete 
8229	Operator, plant, constructional 
8114	Operator, plant, cracker (oil refining) 
8117	Operator, plant, degreasing 
8111	Operator, plant, dehydration (fruit, vegetable preserving) 
8114	Operator, plant, distillation (chemicals)
8111	Operator, plant, drying (food products mfr) 
9139	Operator, plant, drying 
8123	Operator, plant, flotation 
8114	Operator, plant, gas 
8229	Operator, plant, heavy 
9139	Operator, plant, mobile (steel mfr) 
8114	Operator, plant, oxygen 
9134	Operator, plant, packaging 
8139	Operator, plant, paint 
8139	Operator, plant, painting, electrophoretic 
8118	Operator, plant, plating 
8124	Operator, plant, power 
9139	Operator, plant, refractory 
8114	Operator, plant, sedimentation (chemical mfr) 
8117	Operator, plant, sinter 
8126	Operator, plant, softener, water 
8111	Operator, plant, spray (milk processing) 
8114	Operator, plant, sterilising (surgical dressings)
8114	Operator, plant, sulphur 
8126	Operator, plant, treatment, water 
8118	Operator, plant, vacuum (metallisation)
8111	Operator, plant (bakery) 
8112	Operator, plant (brick mfr) 
8229	Operator, plant (building construction) 
8114	Operator, plant (chemical mfr) 
8114	Operator, plant (coal gas, coke ovens) 
8123	Operator, plant (coal mine: coal washery) 
8124	Operator, plant (electricity supplier) 
8111	Operator, plant (food processing) 
8124	Operator, plant (nuclear power station) 
8114	Operator, plant (oil refining) 
8229	Operator, plant (opencast mining) 
8121	Operator, plant (paper mfr) 
8116	Operator, plant (plastics goods mfr) 
8123	Operator, plant (quarry) 
8115	Operator, plant (rubber goods mfr) 
8126	Operator, plant (sewage works) 
8126	Operator, plant (water works) 
8229	Operator, plant 
8116	Operator, plastic 
8116	Operator, plastics 
8118	Operator, plating 
9139	Operator, point, transfer 
8234	Operator, points (railways) 
9260	Operator, port 
3513	Operator, positioning, dynamic 
8117	Operator, pot (aluminium mfr) 
5421	Operator, pre-press (printing) 
4217	Operator, preparation, data 
8111	Operator, preserving (fruit pulp)
8125	Operator, press, hand (jewellery, plate mfr) 
}}}}	Operator, press 
9234	Operator, presser, steam 
8127	Operator, print, photo 
8127	Operator, print 
8127	Operator, printer's 
8114	Operator, process, chemical 
9139	Operator, process, foundry 
9134	Operator, process (packing)
8129	Operator, process (aircraft component mfr) 
8117	Operator, process (aluminium mfr) 
8111	Operator, process (bakery, flour confectionery mfr) 
8111	Operator, process (brewery) 
8114	Operator, process (chemical mfr) 
8123	Operator, process (clay extraction) 
8111	Operator, process (food products mfr) 
8112	Operator, process (glass mfr) 
8114	Operator, process (man-made fibre mfr) 
8114	Operator, process (oil refining) 
8121	Operator, process (paper mfr) 
8114	Operator, process (pharmaceutical mfr) 
8116	Operator, process (plastics goods mfr) 
8114	Operator, process (plastics mfr) 
5422	Operator, process (printing) 
8115	Operator, process (rubber mfr) 
4217	Operator, processor, word 
8114	Operator, producer, gas 
}}}}	Operator, production 
8125	Operator, profile 
3421	Operator, publishing, top, desk 
5413	Operator, pullover (footwear mfr) 
8117	Operator, pulpit (steel mfr) 
8229	Operator, pump, concrete 
8126	Operator, pump 
8114	Operator, pumphouse, vacuum (oil refining) 
4217	Operator, punch, key 
8121	Operator, punch (paper goods mfr) 
4217	Operator, punch 
9139	Operator, pusher (coke ovens) 
8117	Operator, pusher (metal mfr) 
8133	Operator, quality 
7214	Operator, radar 
7214	Operator, radio 
3417	Operator, recorder, film 
3417	Operator, recorder, videotape 
8212	Operator, recovery (vehicle)
9235	Operator, recycling 
8114	Operator, refinery 
8129	Operator, refrigerator 
7129	Operator, rental 
8114	Operator, reproduction (atomic energy establishment) 
9219	Operator, reprographics 
3111	Operator, research (oil refining) 
7211	Operator, response, serviceline 
7211	Operator, response, tele 
8114	Operator, retort (coal gas production) 
8111	Operator, retort (food products mfr) 
9275	Operator, ride 
8131	Operator, rig (electrical, electronic equipment mfr) 
8229	Operator, rig 
8113	Operator, ring 
5221	Operator, robot (engineering) 
6132	Operator, rodent 
8116	Operator, rolls, calender (plastics goods mfr) 
5413	Operator, room, closing (footwear mfr) 
8124	Operator, room, control (electric)
8124	Operator, room, control (electrical)
7214	Operator, room, control (emergency services) 
8126	Operator, room, control (water company) 
8114	Operator, room, drum 
8119	Operator, room, drying 
9219	Operator, room, print 
8111	Operator, room, sifting 
8125	Operator, room, tool 
9139	Operator, ropeway 
4217	Operator, rotaprint 
8127	Operator, rotary (printing) 
8125	Operator, router 
7113	Operator, sales, telephone 
8121	Operator, saw, band (wood)
8114	Operator, saw, band (asbestos goods mfr) 
8111	Operator, saw, band (food products mfr) 
8129	Operator, saw, band (metal trades) 
5431	Operator, saw, circular (meat)
8129	Operator, saw (metal)
8116	Operator, saw (plastics)
8121	Operator, saw (wood)
8129	Operator, saw (metal trades) 
8121	Operator, saw (sawmilling) 
9219	Operator, scanner (printing) 
7112	Operator, scanner (retail trade) 
7112	Operator, scanning (retail trade) 
9219	Operator, scanning 
9279	Operator, scoreboard 
5422	Operator, screen, silk 
8123	Operator, screen (mines: quarries) 
4217	Operator, screen 
8123	Operator, separator, magnetic 
8111	Operator, separator (food processing) 
7211	Operator, service, customer 
9233	Operator, service (cleaning) 
7211	Operator, services, customer 
8126	Operator, sewage 
8126	Operator, sewer 
8117	Operator, shear, flying 
8129	Operator, shear 
8117	Operator, shears, flying 
8129	Operator, shears 
5449	Operator, sheathing (explosives)
5413	Operator, shoe 
5234	Operator, shop, paint (vehicle mfr) 
8111	Operator, sieve, rotex (tobacco mfr) 
8111	Operator, sieve (food products mfr) 
8234	Operator, signal (railways) 
8111	Operator, silo (tobacco mfr) 
8117	Operator, sinter 
1221	Operator, site, caravan 
8114	Operator, skin and hide 
8129	Operator, slitter (metal mfr) 
8122	Operator, slusher (coal mine) 
8126	Operator, softener, water 
8131	Operator, solder, flow 
3111	Operator, spectroscope 
8129	Operator, spray, mechanical 
8124	Operator, station, power 
8117	Operator, steel (metal mfr) 
8113	Operator, stenter 
8111	Operator, sterilizer, milk 
9233	Operator, sterilizer, telephone 
6141	Operator, sterilizer (hospital service) 
8114	Operator, still 
9260	Operator, store, cold 
8129	Operator, stretcher (metal mfr) 
3417	Operator, studio, photogravure 
5319	Operator, submersible (construction) 
3132	Operator, support, IT 
8117	Operator, swaging 
8122	Operator, switch (coal mine) 
7213	Operator, switchboard (telephone)
8124	Operator, switchboard (power station) 
8114	Operator, synthesis (chemical mfr) 
4217	Operator, tabulator 
8121	Operator, take-down (abrasive sheet)
8111	Operator, tandem (chocolate)
9120	Operator, tank, asphalt 
8112	Operator, tank, glass 
3417	Operator, tape 
8125	Operator, tapping 
8214	Operator, taxi 
3417	Operator, technical (broadcasting) 
8114	Operator, technical (chemical mfr) 
8131	Operator, technical (circuit board mfr) 
3417	Operator, telecine 
7214	Operator, telecommunications 
7113	Operator, telemarketing 
7214	Operator, telephone, radio 
7213	Operator, telephone 
7214	Operator, teleprinter 
7113	Operator, telesales 
7214	Operator, teletype 
9241	Operator, television, circuit, close 
3416	Operator, television (broadcasting) 
7214	Operator, telex 
7112	Operator, till 
8117	Operator, tilter (steel)
9139	Operator, tippler 
8125	Operator, tool, machine 
4129	Operator, totalisator 
4129	Operator, tote 
6212	Operator, tour 
9275	Operator, tow, ski 
4134	Operator, traffic 
8231	Operator, train 
8117	Operator, transfer (metal mfr) 
8211	Operator, transport 
9139	Operator, traverser, wagon 
8114	Operator, treater (petroleum refining) 
8114	Operator, treatment, heat (carbon)
8114	Operator, treatment, heat (carbon goods)
8117	Operator, treatment, heat (metal)
8126	Operator, treatment, sewage 
8126	Operator, treatment, water 
8129	Operator, trimming, bullet 
8111	Operator, triples 
8222	Operator, truck, fork 
8222	Operator, truck, forklift 
8222	Operator, truck, lift, fork 
8131	Operator, tube (lamp, valve mfr) 
8116	Operator, tube (plastics goods mfr) 
8112	Operator, tumbler (ceramics mfr) 
9234	Operator, tumbler (laundry, launderette, dry cleaning) 
8114	Operator, tunnel (gelatine, glue, size)
8124	Operator, turbine 
9279	Operator, turnstile 
9139	Operator, turntable 
8125	Operator, turret 
8113	Operator, twisting 
5421	Operator, typographical 
8143	Operator, ultrasonic (railway maintenance and repair) 
8143	Operator, ultrasonic (railways) 
8133	Operator, ultrasonic 
9234	Operator, unit (laundry, launderette, dry cleaning) 
8113	Operator, unit (textile finishing) 
8124	Operator, unit 
8118	Operator, vat (metal mfr) 
4217	Operator, VDU 
7122	Operator, vending 
8114	Operator, vessel, reaction (chemicals)
3417	Operator, video 
8111	Operator, viscoliser (ice cream)
8111	Operator, votator 
3417	Operator, VT 
9260	Operator, warehouse 
8123	Operator, washery 
8134	Operator, weighbridge 
8125	Operator, wheelabrator 
8113	Operator, willey (wool)
8221	Operator, winch 
8113	Operator, winder, fibreglass 
8121	Operator, winder (paper mfr) 
8123	Operator, wireline 
8126	Operator, works, sewage 
4217	Operator, WP 
2217	Operator, x-ray 
9219	Operator, xerox 
8223	Operator (agricultural machinery)
8229	Operator (construction machinery)
7213	Operator (telephone)
8111	Operator (food products mfr) 
8114	Operator (oil refining) 
7214	Operator (radio relay service) 
8125	Operator (Royal Mint) 
8126	Operator (water company) 
2211	Ophthalmologist 
3216	Optician, dispensing 
3216	Optician, lens, contact 
5441	Optician, manufacturing 
2214	Optician, ophthalmic 
2214	Optician 
2214	Optologist 
2214	Optometrist 
3415	Orchestrator 
6231	Orderly, civilian 
9233	Orderly, domestic (hospital service) 
6141	Orderly, hospital 
9272	Orderly, kitchen 
7124	Orderly, market 
6141	Orderly, medical 
9272	Orderly, mess 
6141	Orderly, nursing 
9232	Orderly, road 
9272	Orderly, room, dining 
9239	Orderly, sanitary 
9232	Orderly, street 
6141	Orderly, theatre, operating 
6141	Orderly, theatre (hospital service) 
6141	Orderly, ward 
9211	Orderly (office)
6141	Orderly (hospital service) 
6145	Orderly (nursing home) 
6145	Organiser, activity (nursing home) 
6145	Organiser, activity (old people's home) 
3543	Organiser, appeals 
3239	Organiser, care, day 
3239	Organiser, care, home 
3239	Organiser, care 
3546	Organiser, catering 
3239	Organiser, centre, day 
3546	Organiser, conference 
3546	Organiser, conference and exhibition 
4114	Organiser, constituency 
2449	Organiser, district (community services)
3416	Organiser, drama 
2319	Organiser, education, adult 
3546	Organiser, entertainment 
3546	Organiser, entertainments 
3546	Organiser, event 
3546	Organiser, events 
3546	Organiser, exhibition 
3546	Organiser, exhibitions 
3546	Organiser, festival 
3239	Organiser, help, home 
9244	Organiser, lunchtime 
7124	Organiser, market 
9272	Organiser, meals, school 
4134	Organiser, meals-on-wheels 
3415	Organiser, music 
1139	Organiser, national (charitable organisation)
1139	Organiser, national (trade union) 
9273	Organiser, party (fast food outlet) 
